Charge [CH1]

  -7.971	  -7.956	1
  -7.956	  -7.940	0
  -7.940	  -7.925	0
  -7.925	  -7.910	0
  -7.910	  -7.894	0
  -7.894	  -7.879	0
  -7.879	  -7.863	0
  -7.863	  -7.848	0
  -7.848	  -7.832	0
  -7.832	  -7.817	0
  -7.817	  -7.801	0
  -7.801	  -7.786	0
  -7.786	  -7.770	0
  -7.770	  -7.755	0
  -7.755	  -7.740	0
  -7.740	  -7.724	0
  -7.724	  -7.709	0
  -7.709	  -7.693	0
  -7.693	  -7.678	0
  -7.678	  -7.662	1
  -7.662	  -7.647	0
  -7.647	  -7.631	0
  -7.631	  -7.616	0
  -7.616	  -7.601	0
  -7.601	  -7.585	0
  -7.585	  -7.570	0
  -7.570	  -7.554	0
  -7.554	  -7.539	0
  -7.539	  -7.523	1
  -7.523	  -7.508	0
  -7.508	  -7.492	1
  -7.492	  -7.477	0
  -7.477	  -7.462	1
  -7.462	  -7.446	0
  -7.446	  -7.431	1
  -7.431	  -7.415	1
  -7.415	  -7.400	0
  -7.400	  -7.384	0
  -7.384	  -7.369	1
  -7.369	  -7.353	0
  -7.353	  -7.338	0
  -7.338	  -7.323	1
  -7.323	  -7.307	0
  -7.307	  -7.292	2
  -7.292	  -7.276	0
  -7.276	  -7.261	1
  -7.261	  -7.245	0
  -7.245	  -7.230	0
  -7.230	  -7.214	0
  -7.214	  -7.199	1
  -7.199	  -7.183	1
  -7.183	  -7.168	1
  -7.168	  -7.153	2
  -7.153	  -7.137	0
  -7.137	  -7.122	4
  -7.122	  -7.106	4
  -7.106	  -7.091	0
  -7.091	  -7.075	2
  -7.075	  -7.060	0
  -7.060	  -7.044	0
  -7.044	  -7.029	1
  -7.029	  -7.014	1
  -7.014	  -6.998	1
  -6.998	  -6.983	2
  -6.983	  -6.967	1
  -6.967	  -6.952	0
  -6.952	  -6.936	1
  -6.936	  -6.921	3
  -6.921	  -6.905	1
  -6.905	  -6.890	2
  -6.890	  -6.875	1
  -6.875	  -6.859	0
  -6.859	  -6.844	3
  -6.844	  -6.828	1
  -6.828	  -6.813	1
  -6.813	  -6.797	0
  -6.797	  -6.782	0
  -6.782	  -6.766	4
  -6.766	  -6.751	2
  -6.751	  -6.736	0
  -6.736	  -6.720	3
  -6.720	  -6.705	3
  -6.705	  -6.689	3
  -6.689	  -6.674	1
  -6.674	  -6.658	1
  -6.658	  -6.643	3
  -6.643	  -6.627	1
  -6.627	  -6.612	3
  -6.612	  -6.596	4
  -6.596	  -6.581	2
  -6.581	  -6.566	2
  -6.566	  -6.550	4
  -6.550	  -6.535	5
  -6.535	  -6.519	5
  -6.519	  -6.504	3
  -6.504	  -6.488	3
  -6.488	  -6.473	2
  -6.473	  -6.457	3
  -6.457	  -6.442	4
  -6.442	  -6.427	4
  -6.427	  -6.411	11
  -6.411	  -6.396	2
  -6.396	  -6.380	8
  -6.380	  -6.365	3
  -6.365	  -6.349	6
  -6.349	  -6.334	4
  -6.334	  -6.318	3
  -6.318	  -6.303	7
  -6.303	  -6.288	3
  -6.288	  -6.272	5
  -6.272	  -6.257	3
  -6.257	  -6.241	5
  -6.241	  -6.226	5
  -6.226	  -6.210	7
  -6.210	  -6.195	3
  -6.195	  -6.179	7
  -6.179	  -6.164	9
  -6.164	  -6.149	8
  -6.149	  -6.133	7
  -6.133	  -6.118	5
  -6.118	  -6.102	4
  -6.102	  -6.087	4
  -6.087	  -6.071	7
  -6.071	  -6.056	7
  -6.056	  -6.040	6
  -6.040	  -6.025	7
  -6.025	  -6.009	3
  -6.009	  -5.994	4
  -5.994	  -5.979	5
  -5.979	  -5.963	11
  -5.963	  -5.948	10
  -5.948	  -5.932	3
  -5.932	  -5.917	10
  -5.917	  -5.901	11
  -5.901	  -5.886	6
  -5.886	  -5.870	11
  -5.870	  -5.855	7
  -5.855	  -5.840	11
  -5.840	  -5.824	10
  -5.824	  -5.809	8
  -5.809	  -5.793	17
  -5.793	  -5.778	12
  -5.778	  -5.762	11
  -5.762	  -5.747	12
  -5.747	  -5.731	11
  -5.731	  -5.716	20
  -5.716	  -5.701	11
  -5.701	  -5.685	23
  -5.685	  -5.670	17
  -5.670	  -5.654	16
  -5.654	  -5.639	18
  -5.639	  -5.623	12
  -5.623	  -5.608	19
  -5.608	  -5.592	15
  -5.592	  -5.577	20
  -5.577	  -5.562	13
  -5.562	  -5.546	23
  -5.546	  -5.531	19
  -5.531	  -5.515	15
  -5.515	  -5.500	11
  -5.500	  -5.484	19
  -5.484	  -5.469	19
  -5.469	  -5.453	23
  -5.453	  -5.438	28
  -5.438	  -5.422	33
  -5.422	  -5.407	21
  -5.407	  -5.392	26
  -5.392	  -5.376	23
  -5.376	  -5.361	32
  -5.361	  -5.345	33
  -5.345	  -5.330	33
  -5.330	  -5.314	22
  -5.314	  -5.299	24
  -5.299	  -5.283	16
  -5.283	  -5.268	33
  -5.268	  -5.253	31
  -5.253	  -5.237	32
  -5.237	  -5.222	35
  -5.222	  -5.206	32
  -5.206	  -5.191	42
  -5.191	  -5.175	38
  -5.175	  -5.160	49
  -5.160	  -5.144	42
  -5.144	  -5.129	37
  -5.129	  -5.114	45
  -5.114	  -5.098	34
  -5.098	  -5.083	45
  -5.083	  -5.067	53
  -5.067	  -5.052	56
  -5.052	  -5.036	43
  -5.036	  -5.021	59
  -5.021	  -5.005	42
  -5.005	  -4.990	51
  -4.990	  -4.974	51
  -4.974	  -4.959	57
  -4.959	  -4.944	66
  -4.944	  -4.928	52
  -4.928	  -4.913	70
  -4.913	  -4.897	70
  -4.897	  -4.882	78
  -4.882	  -4.866	78
  -4.866	  -4.851	83
  -4.851	  -4.835	93
  -4.835	  -4.820	69
  -4.820	  -4.805	69
  -4.805	  -4.789	86
  -4.789	  -4.774	106
  -4.774	  -4.758	66
  -4.758	  -4.743	101
  -4.743	  -4.727	111
  -4.727	  -4.712	113
  -4.712	  -4.696	124
  -4.696	  -4.681	109
  -4.681	  -4.666	121
  -4.666	  -4.650	122
  -4.650	  -4.635	147
  -4.635	  -4.619	129
  -4.619	  -4.604	151
  -4.604	  -4.588	143
  -4.588	  -4.573	146
  -4.573	  -4.557	145
  -4.557	  -4.542	159
  -4.542	  -4.527	189
  -4.527	  -4.511	189
  -4.511	  -4.496	180
  -4.496	  -4.480	198
  -4.480	  -4.465	217
  -4.465	  -4.449	217
  -4.449	  -4.434	234
  -4.434	  -4.418	226
